Rainfall,Humidity3pm,Pressure9am,RainToday,RainTomorrow
9.2,91.0,1004.8,Yes,Yes
0.0,86.0,1017.4,No,No
0.0,42.0,1028.2,No,No
3.6,98.0,1013.0,Yes,
0.0,67.0,1025.2,No,No
0.0,62.0,1006.6,No,Yes
5.6,80.0,1027.5,Yes,No
0.2,67.0,1014.4,No,No
0.0,50.0,1018.9,No,No
0.0,33.0,1013.1,No,No
0.0,32.0,,No,No
0.0,56.0,1014.2,No,No
0.0,48.0,1030.5,No,No
0.0,75.0,1004.8,No,Yes
1.0,78.0,1011.4,No,Yes
28.0,53.0,987.3,Yes,Yes
0.0,43.0,1021.7,No,No
4.4,80.0,1009.7,Yes,Yes
11.2,52.0,1030.5,Yes,No
4.6,63.0,1025.3,Yes,Yes
0.2,35.0,1024.7,No,No
1.0,72.0,1034.8,No,No
0.0,65.0,1014.9,No,No
0.0,60.0,1022.4,No,No
0.2,60.0,1028.5,No,No
0.2,49.0,1021.9,No,No
0.0,65.0,1009.2,No,Yes
0.0,60.0,1012.9,No,No
0.0,66.0,1010.9,No,Yes
0.0,68.0,1019.3,No,No
0.0,24.0,1014.6,No,No
0.6,17.0,1014.4,No,No
0.0,16.0,1033.5,No,No
0.0,12.0,1007.7,No,No
0.0,61.0,1021.8,No,No
0.0,38.0,1017.3,No,No
4.0,60.0,1016.0,Yes,No
0.0,16.0,1023.0,No,No
0.0,56.0,1016.9,No,Yes
3.0,64.0,1028.6,Yes,No
0.0,27.0,1018.3,No,No
0.0,12.0,1008.3,No,No
1.8,52.0,1007.6,Yes,No
6.0,62.0,,Yes,Yes
2.0,39.0,1014.1,Yes,No
0.0,28.0,1017.9,No,No
0.0,,1011.2,No,No
0.0,37.0,1023.0,No,No
0.0,49.0,1029.8,No,No
2.4,72.0,1023.7,Yes,No
0.0,48.0,1020.8,No,No
0.0,38.0,1013.3,No,No
9.8,83.0,1026.3,Yes,Yes
0.0,46.0,1013.0,No,No
0.0,23.0,1029.4,No,No
0.0,81.0,1016.8,No,No
12.6,54.0,,Yes,No
3.4,66.0,1024.3,Yes,Yes
6.6,74.0,1009.2,Yes,Yes
0.0,18.0,1007.2,No,No
0.0,41.0,1017.7,No,No
0.0,43.0,1025.4,No,No
0.0,31.0,1003.1,No,No
0.0,35.0,1013.7,No,No
0.0,45.0,997.6,No,No
0.4,70.0,1011.3,No,Yes
0.0,40.0,1023.2,No,No
0.2,58.0,1008.2,No,Yes
0.0,80.0,1009.0,No,No
0.2,52.0,,No,No
0.0,29.0,1013.7,No,No
7.2,87.0,1020.0,Yes,Yes
0.0,82.0,1025.0,No,No
0.0,26.0,1010.3,No,No
0.0,69.0,1026.6,No,No
0.2,47.0,1018.9,No,Yes
0.0,78.0,1015.9,No,Yes
0.2,56.0,1010.8,No,No
0.0,12.0,1010.2,No,No
0.0,12.0,1019.0,No,No
1.2,54.0,1006.1,Yes,Yes
0.0,9.0,1011.5,No,No
0.0,20.0,1012.1,No,Yes
0.0,39.0,1025.9,No,No
11.0,72.0,1020.0,Yes,No
5.2,89.0,1020.5,Yes,Yes
0.2,50.0,1015.3,No,No
0.2,49.0,1021.4,No,No
0.0,38.0,1015.4,No,No
1.2,70.0,1027.4,Yes,No
3.0,47.0,1028.6,Yes,No
1.0,88.0,,No,Yes
0.0,12.0,1005.9,No,No
0.0,51.0,1028.9,No,No
4.0,67.0,1011.0,Yes,Yes
3.4,93.0,1013.7,Yes,Yes
15.0,73.0,1025.6,Yes,Yes
0.0,45.0,1021.0,No,No
0.2,62.0,1029.6,No,No
1.0,67.0,1009.5,No,No
0.0,49.0,,No,No
0.0,38.0,1027.3,No,No
0.4,58.0,1027.0,No,No
0.0,39.0,1025.4,No,No
0.4,50.0,1022.2,No,No
1.2,23.0,1021.3,Yes,No
14.2,70.0,1020.7,Yes,Yes
2.4,53.0,1013.6,Yes,No
1.4,50.0,1011.2,Yes,No
0.0,68.0,1019.1,No,No
0.0,20.0,1021.1,No,No
0.3,47.0,1025.7,No,No
0.2,77.0,1023.0,No,No
3.8,63.0,,Yes,No
0.2,79.0,,No,Yes
7.4,81.0,1017.2,Yes,No
0.0,15.0,1024.3,No,No
12.0,89.0,,Yes,Yes
0.0,20.0,1012.1,No,No
0.4,69.0,1028.9,No,No
0.0,65.0,1020.1,No,Yes
32.0,57.0,1001.8,Yes,No
0.8,57.0,1022.1,No,No
0.0,43.0,1012.6,No,No
0.0,59.0,1025.1,No,Yes
2.0,93.0,1010.9,Yes,Yes
0.0,50.0,1023.6,No,No
3.2,73.0,1005.4,Yes,Yes
9.2,,1017.0,Yes,No
0.0,32.0,1018.9,No,No
0.0,34.0,1025.3,No,No
0.0,64.0,,No,No
0.0,2.0,1018.2,No,No
0.0,75.0,1008.2,No,No
0.0,13.0,1028.3,No,No
0.0,44.0,1011.4,No,No
0.0,61.0,1008.5,No,No
3.8,72.0,1016.6,Yes,
10.6,72.0,1014.8,Yes,Yes
0.2,72.0,,No,No
0.2,60.0,,No,No
0.0,38.0,,No,No
1.2,69.0,1022.0,Yes,No
0.2,72.0,1024.4,No,Yes
0.0,66.0,1010.7,No,Yes
0.0,49.0,1024.2,No,Yes
0.0,6.0,1005.9,No,No
0.0,56.0,1018.8,No,No
0.4,67.0,1013.8,No,No
7.2,79.0,1031.6,Yes,No
1.2,58.0,1007.6,Yes,No
0.0,45.0,1015.0,No,Yes
1.6,67.0,1021.5,Yes,No
0.0,33.0,,No,No
0.0,21.0,1020.8,No,No
0.0,,,No,No
0.0,66.0,1003.9,No,No
1.2,72.0,1011.1,Yes,No
2.4,85.0,1007.3,Yes,Yes
0.0,61.0,1015.2,No,No
0.0,,,No,Yes
0.0,26.0,1024.8,No,No
0.0,67.0,,No,No
2.8,79.0,1000.3,Yes,Yes
0.2,44.0,1009.4,No,No
0.6,55.0,1019.4,No,Yes
0.0,62.0,1011.7,No,No
0.0,,,No,No
0.0,90.0,1012.3,No,Yes
0.0,70.0,1015.3,No,No
0.0,49.0,1026.7,No,No
10.8,83.0,1013.7,Yes,No
0.0,54.0,1015.6,No,Yes
0.0,46.0,1017.2,No,Yes
0.0,18.0,1010.2,No,No
0.0,57.0,1014.8,No,No
7.6,60.0,999.4,Yes,Yes
9.6,70.0,1010.4,Yes,No
,46.0,1030.7,,No
0.0,38.0,1010.7,No,No
15.6,88.0,1016.3,Yes,No
18.0,74.0,1011.5,Yes,Yes
0.2,58.0,1014.7,No,
0.0,19.0,1010.2,No,No
0.0,39.0,1020.4,No,Yes
0.0,29.0,1024.7,No,No
0.2,68.0,1021.5,No,No
0.0,39.0,1027.7,No,No
,,,,
0.8,52.0,1020.7,No,No
0.0,53.0,1027.1,No,No
0.0,67.0,1014.9,No,No
0.2,84.0,1020.3,No,No
3.6,64.0,1022.4,Yes,No
1.4,68.0,1031.1,Yes,Yes
1.2,47.0,1004.8,Yes,Yes
0.0,27.0,1021.8,No,No
0.0,46.0,1027.7,No,No
1.8,57.0,1011.5,Yes,Yes
0.2,61.0,1020.3,No,No
0.0,56.0,1015.1,No,No
0.0,44.0,1017.2,No,No
0.2,61.0,1008.8,No,Yes
1.4,58.0,1023.6,Yes,No
0.0,43.0,1027.7,No,No
0.0,32.0,1017.3,No,No
0.0,43.0,1013.7,No,No
9.2,74.0,1024.4,Yes,Yes
4.0,57.0,1014.5,Yes,Yes
0.0,38.0,1018.5,No,No
0.0,46.0,1022.2,No,No
0.4,74.0,,No,Yes
0.0,34.0,1022.3,No,No
0.0,42.0,1024.5,No,No
0.0,36.0,1007.5,No,No
0.0,34.0,1020.9,No,No
0.0,50.0,1022.6,No,No
8.4,86.0,1008.4,Yes,Yes
0.0,36.0,1023.9,No,No
0.0,81.0,1015.3,No,No
0.0,66.0,1024.4,No,No
0.8,43.0,1017.1,No,No
26.8,69.0,995.3,Yes,Yes
0.4,57.0,1021.7,No,No
0.0,75.0,,No,Yes
3.0,81.0,1007.4,Yes,No
0.0,31.0,1017.6,No,No
0.0,53.0,,No,No
0.2,50.0,1021.6,No,No
0.8,65.0,1027.4,No,No
0.4,78.0,1019.4,No,No
6.5,62.0,1022.1,Yes,No
0.2,65.0,1024.9,No,No
0.0,23.0,1013.7,No,No
2.2,86.0,1025.4,Yes,Yes
0.0,48.0,1016.5,No,No
0.0,14.0,1009.6,No,No
0.0,56.0,1029.1,No,No
0.0,33.0,1020.3,No,No
0.0,80.0,1017.4,No,Yes
0.2,,1021.5,No,No
0.0,59.0,1010.0,No,No
0.0,7.0,1013.0,No,No
0.0,73.0,1025.4,No,No
12.6,56.0,1010.1,Yes,Yes
0.0,54.0,1021.9,No,No
0.0,87.0,1017.9,No,Yes
0.0,38.0,1017.8,No,No
1.6,86.0,,Yes,Yes
1.0,64.0,,No,No
0.0,70.0,1006.2,No,Yes
2.4,60.0,1023.8,Yes,No
0.0,82.0,1018.9,No,No
0.0,84.0,1014.3,No,Yes
0.0,26.0,1003.1,No,No
0.0,21.0,1015.3,No,No
0.0,91.0,1012.7,No,Yes
0.0,50.0,1028.7,No,No
1.6,44.0,1012.6,Yes,Yes
4.6,84.0,1031.6,Yes,Yes
0.2,41.0,1013.4,No,No
4.4,91.0,1008.0,Yes,Yes
0.0,64.0,,No,Yes
0.4,65.0,1020.7,No,No
0.0,21.0,1013.1,No,No
0.0,28.0,1017.6,No,No
0.0,56.0,1023.6,No,No
0.0,35.0,1029.6,No,No
2.4,66.0,1031.9,Yes,No
0.0,44.0,1013.2,No,No
0.0,73.0,1008.5,No,Yes
0.0,64.0,1020.0,No,No
4.0,68.0,1019.3,Yes,Yes
0.6,78.0,1018.6,No,No
0.0,38.0,1012.6,No,No
1.2,75.0,1011.9,Yes,Yes
0.0,19.0,1014.3,No,No
0.0,27.0,1013.4,No,No
0.0,46.0,1014.6,No,Yes
0.0,25.0,1010.0,No,No
0.0,35.0,1017.2,No,No
0.0,21.0,1021.5,No,No
0.0,41.0,1013.5,No,No
0.0,25.0,1016.5,No,No
0.0,32.0,1014.5,No,No
10.0,71.0,1019.3,Yes,Yes
0.0,26.0,1023.5,No,No
0.2,70.0,1036.2,No,No
0.0,72.0,1023.6,No,No
0.0,32.0,1015.5,No,No
13.4,66.0,1026.4,Yes,Yes
14.6,84.0,1016.8,Yes,Yes
0.0,61.0,1013.8,No,Yes
17.4,64.0,1005.6,Yes,No
18.0,73.0,1010.1,Yes,No
0.0,53.0,1026.8,No,No
1.2,45.0,,Yes,No
0.0,39.0,1010.0,No,No
0.0,12.0,1012.9,No,No
0.0,37.0,1016.0,No,Yes
0.0,53.0,1022.0,No,No
1.0,47.0,1022.9,No,No
0.0,45.0,1023.1,No,No
1.0,67.0,1016.6,No,Yes
0.0,20.0,1024.0,No,No
0.0,12.0,1012.6,No,No
0.0,29.0,1009.6,No,No
0.2,54.0,1029.9,No,No
0.0,35.0,1027.0,No,No
0.0,27.0,1018.4,No,No
0.0,65.0,1026.8,No,No
1.4,55.0,1021.3,Yes,No
6.8,73.0,1009.0,Yes,No
0.4,56.0,1018.7,No,No
0.0,29.0,1018.0,No,No
0.0,77.0,1023.1,No,No
10.8,90.0,994.0,Yes,Yes
0.0,64.0,1020.9,No,No
0.0,37.0,1017.5,No,No
0.0,37.0,,No,No
0.0,44.0,1021.7,No,No
3.4,98.0,,Yes,Yes
0.0,57.0,1012.1,No,No
0.0,19.0,1014.8,No,No
0.0,56.0,1021.2,No,No
0.2,81.0,1018.9,No,No
1.0,64.0,1018.4,No,No
1.8,61.0,1026.2,Yes,Yes
0.0,29.0,1011.4,No,No
0.0,54.0,1022.0,No,No
3.4,67.0,1004.3,Yes,No
0.2,59.0,1017.5,No,No
11.4,71.0,1025.0,Yes,No
,,1024.1,,No
0.0,60.0,1029.2,No,No
11.4,67.0,1006.0,Yes,Yes
13.8,85.0,1015.6,Yes,No
0.0,26.0,1016.0,No,No
0.0,19.0,1022.5,No,No
0.0,50.0,1008.5,No,No
0.0,44.0,1011.0,No,No
0.0,25.0,1013.8,No,No
0.6,80.0,1015.1,No,Yes
0.0,24.0,1016.3,No,No
3.4,91.0,1017.2,Yes,Yes
0.0,95.0,1009.9,No,Yes
0.2,67.0,1024.2,No,No
0.0,44.0,1022.3,No,No
2.4,59.0,1025.8,Yes,Yes
,34.0,1008.5,,
1.4,33.0,,Yes,No
0.6,49.0,1019.3,No,No
0.0,14.0,1019.9,No,No
0.0,57.0,1015.4,No,No
31.0,89.0,1007.4,Yes,Yes
0.6,74.0,,No,No
0.0,39.0,,No,No
4.0,77.0,1012.1,Yes,No
0.0,30.0,,No,No
5.2,62.0,1001.7,Yes,Yes
0.0,31.0,1015.9,No,No
0.0,50.0,1016.5,No,Yes
0.2,36.0,1011.2,No,No
0.0,18.0,1028.7,No,No
0.0,7.0,1010.8,No,No
3.4,61.0,1014.8,Yes,Yes
10.6,58.0,,Yes,No
3.0,67.0,1017.9,Yes,No
0.8,55.0,1012.2,No,No
0.0,46.0,1017.8,No,No
0.0,19.0,1010.2,No,Yes
0.6,60.0,1010.2,No,Yes
134.8,99.0,1012.3,Yes,Yes
0.0,33.0,1016.0,No,No
0.0,37.0,1033.7,No,No
8.4,73.0,1022.7,Yes,No
0.0,29.0,1014.8,No,No
0.0,65.0,1017.9,No,No
0.0,50.0,1013.1,No,No
8.8,60.0,1014.8,Yes,Yes
8.0,94.0,998.9,Yes,Yes
0.0,46.0,1024.2,No,No
0.0,45.0,1014.8,No,No
0.0,38.0,,No,No
0.0,39.0,1024.1,No,No
0.0,49.0,,No,No
0.2,54.0,1016.1,No,No
0.2,60.0,,No,No
0.4,57.0,1018.9,No,No
0.2,59.0,1027.2,No,No
0.0,10.0,1015.6,No,No
0.0,43.0,1009.9,No,No
31.2,49.0,988.9,Yes,Yes
3.8,81.0,1007.3,Yes,Yes
0.2,64.0,1019.9,No,No
0.0,29.0,1021.7,No,No
0.0,13.0,1020.1,No,No
0.0,18.0,1011.1,No,No
0.2,51.0,1031.2,No,No
5.8,36.0,,Yes,No
0.0,27.0,1021.0,No,No
0.0,57.0,1031.4,No,No
0.0,28.0,1012.2,No,No
0.0,40.0,1010.5,No,No
3.6,91.0,1005.6,Yes,
0.0,34.0,1012.1,No,No
0.0,33.0,1009.8,No,No
0.0,20.0,1023.4,No,No
0.2,25.0,1018.2,No,No
112.0,79.0,1014.5,Yes,Yes
0.0,18.0,,No,No
0.0,21.0,1013.3,No,No
0.0,49.0,1005.2,No,No
2.6,70.0,1023.9,Yes,Yes
0.0,54.0,1021.7,No,No
0.0,23.0,1005.7,No,No
5.0,52.0,1023.5,Yes,No
1.4,57.0,1018.9,Yes,Yes
0.0,54.0,1025.2,No,No
0.0,31.0,,No,No
0.0,17.0,1013.6,No,No
0.0,15.0,1019.9,No,No
0.0,17.0,,No,No
0.0,55.0,1017.3,No,Yes
0.0,33.0,1012.2,No,Yes
0.0,32.0,1018.9,No,No
0.0,43.0,1016.6,No,No
1.6,41.0,1015.9,Yes,No
0.0,15.0,1022.4,No,No
0.0,52.0,1025.2,No,No
0.8,85.0,1024.4,No,Yes
0.0,73.0,1016.3,No,No
0.0,12.0,1017.6,No,No
0.2,55.0,1025.1,No,No
0.0,31.0,,No,No
0.8,46.0,,No,No
0.0,33.0,1012.9,No,No
1.6,58.0,1012.2,Yes,No
0.4,,,No,No
0.0,44.0,1007.8,No,Yes
0.0,72.0,1011.6,No,No
0.0,50.0,1024.7,No,No
0.0,47.0,1024.8,No,No
0.0,45.0,1020.2,No,No
7.0,61.0,1017.1,Yes,No
0.8,49.0,1020.3,No,No
0.0,40.0,1019.7,No,No
0.0,61.0,1020.1,No,No
0.0,29.0,1027.9,No,No
0.0,78.0,1021.8,No,No
0.0,18.0,1021.5,No,No
10.4,99.0,,Yes,Yes
0.0,55.0,1015.6,No,No
0.0,45.0,1016.8,No,No
0.0,20.0,,No,No
1.6,81.0,1020.8,Yes,Yes
0.0,40.0,1013.5,No,No
0.0,22.0,1017.9,No,No
0.8,73.0,1027.3,No,No
0.2,44.0,1015.7,No,No
0.0,33.0,1022.3,No,No
3.4,52.0,1020.0,Yes,No
0.6,72.0,1024.1,No,No
11.6,99.0,1020.9,Yes,Yes
0.0,15.0,1021.7,No,No
0.0,59.0,1009.1,No,No
0.0,55.0,1017.2,No,Yes
0.0,40.0,1014.2,No,No
0.0,9.0,1015.6,No,No
1.0,29.0,1010.0,No,No
0.4,70.0,1021.1,No,Yes
0.0,34.0,1029.0,No,Yes
0.0,55.0,1023.7,No,No
0.0,47.0,1026.1,No,No
0.0,49.0,1021.9,No,No
0.0,16.0,1018.0,No,No
0.2,39.0,1018.1,No,No
0.0,65.0,1015.3,No,No
0.2,32.0,1007.2,No,No
0.0,56.0,,No,No
11.2,70.0,1004.2,Yes,No
0.0,77.0,,No,No
0.0,44.0,1010.9,No,No
0.0,43.0,1015.3,No,No
0.0,69.0,,No,No
0.0,12.0,1020.4,No,No
1.6,75.0,1004.5,Yes,No
,55.0,1022.3,,Yes
0.0,8.0,1016.2,No,No
2.2,57.0,1012.0,Yes,No
0.0,45.0,1022.7,No,No
0.0,46.0,1010.2,No,No
0.0,49.0,,No,No
14.4,91.0,1020.6,Yes,Yes
23.2,95.0,1023.4,Yes,Yes
,37.0,1013.8,,
0.0,36.0,1016.3,No,No
0.0,17.0,1022.1,No,No
0.0,82.0,1016.2,No,Yes
0.2,46.0,1023.3,No,No
0.0,42.0,1012.4,No,No
0.0,46.0,1023.6,No,No
8.0,94.0,1008.8,Yes,Yes
0.8,61.0,1031.8,No,
0.4,48.0,1015.4,No,No
0.2,45.0,1030.6,No,No
55.4,53.0,993.9,Yes,No
3.0,46.0,1014.9,Yes,No
0.4,56.0,1020.7,No,Yes
5.4,76.0,1022.2,Yes,No
0.8,63.0,1023.0,No,No
0.0,51.0,1015.0,No,No
0.0,48.0,1027.6,No,No
0.0,18.0,1019.7,No,No
0.0,52.0,,No,No
0.0,54.0,1029.7,No,No
0.0,44.0,1012.1,No,No
0.0,48.0,1010.9,No,No
0.0,46.0,,No,No
0.0,37.0,1018.3,No,No
0.2,53.0,1034.8,No,No
0.0,49.0,1019.8,No,No
7.2,85.0,1004.3,Yes,Yes
7.0,83.0,992.7,Yes,Yes
0.2,74.0,1016.7,No,Yes
0.0,68.0,1009.0,No,Yes
2.8,,,Yes,Yes
0.0,29.0,1016.6,No,No
0.0,71.0,1027.6,No,No
1.2,78.0,1007.0,Yes,Yes
0.0,27.0,1010.9,No,No
0.0,34.0,1019.8,No,No
0.0,50.0,1024.1,No,No
0.0,59.0,1017.4,No,Yes
0.0,47.0,1009.0,No,No
0.0,23.0,1018.0,No,No
0.0,59.0,,No,No
0.0,16.0,1021.2,No,No
0.0,26.0,1033.6,No,No
0.4,40.0,1008.2,No,No
,65.0,1008.6,,
0.0,,1015.2,No,No
33.4,51.0,1018.2,Yes,No
0.0,,1013.6,No,No
0.0,9.0,1013.6,No,No
7.4,54.0,1019.1,Yes,No
0.0,68.0,,No,No
0.0,33.0,1021.5,No,No
9.2,63.0,1010.8,Yes,No
0.0,74.0,1017.7,No,No
0.0,42.0,1015.2,No,No
0.2,61.0,1020.0,No,No
0.0,53.0,1027.5,No,No
0.0,42.0,1018.4,No,No
5.0,67.0,1017.4,Yes,No
2.8,76.0,1018.9,Yes,Yes
0.0,19.0,1011.0,No,No
0.0,27.0,1026.8,No,No
6.6,75.0,1017.3,Yes,Yes
27.2,98.0,1013.6,Yes,Yes
2.8,46.0,1021.0,Yes,No
0.0,52.0,1017.3,No,No
16.6,,1020.9,Yes,Yes
0.0,69.0,1022.8,No,No
0.0,65.0,1023.0,No,No
0.4,96.0,1014.6,No,Yes
0.0,32.0,1035.9,No,No
0.2,67.0,1009.8,No,No
0.0,47.0,1017.4,No,No
12.6,55.0,1024.3,Yes,Yes
0.0,81.0,1013.8,No,Yes
0.0,55.0,1012.7,No,Yes
5.0,73.0,1017.6,Yes,No
0.0,57.0,1010.7,No,Yes
3.6,47.0,1012.7,Yes,No
0.0,14.0,1018.5,No,No
0.6,63.0,1016.5,No,Yes
0.0,22.0,1017.4,No,No
0.0,60.0,1015.6,No,
0.0,62.0,1018.3,No,No
0.0,41.0,1016.6,No,No
0.0,47.0,1005.3,No,No
9.4,18.0,1011.6,Yes,No
0.0,44.0,1028.8,No,No
1.6,31.0,1021.9,Yes,No
0.0,47.0,1010.9,No,Yes
0.0,79.0,1022.7,No,No
0.0,63.0,1021.0,No,No
0.0,67.0,1008.3,No,Yes
0.0,64.0,1018.9,No,No
0.0,37.0,,No,No
0.0,39.0,1023.1,No,No
0.0,59.0,1018.2,No,No
0.2,74.0,1028.3,No,No
0.4,,,No,No
0.0,38.0,1019.2,No,No
0.0,,,No,No
0.0,46.0,1017.2,No,No
1.2,68.0,1016.0,Yes,No
0.0,20.0,1016.8,No,No
0.0,40.0,1021.7,No,No
13.4,65.0,1016.7,Yes,Yes
0.1,92.0,,No,Yes
4.4,54.0,1012.9,Yes,Yes
0.0,38.0,1025.0,No,Yes
0.0,24.0,1016.5,No,No
0.0,34.0,1021.7,No,No
0.0,71.0,1032.2,No,No
21.0,66.0,1016.8,Yes,Yes
0.0,50.0,1017.4,No,No
16.0,68.0,1021.5,Yes,Yes
0.0,68.0,,No,No
1.4,57.0,1015.2,Yes,Yes
1.4,84.0,1008.5,Yes,Yes
0.0,49.0,1025.3,No,No
0.0,26.0,1022.6,No,No
0.0,32.0,1016.2,No,No
0.0,21.0,1022.3,No,No
0.0,45.0,1003.8,No,No
0.0,33.0,1017.8,No,No
0.0,42.0,1015.8,No,No
0.2,61.0,1026.5,No,No
0.2,80.0,1009.4,No,Yes
0.0,56.0,1021.5,No,No
0.0,49.0,1025.8,No,No
5.0,77.0,1023.1,Yes,No
0.6,48.0,1018.9,No,No
0.0,59.0,1008.0,No,Yes
2.2,46.0,1021.8,Yes,No
0.0,35.0,1017.2,No,No
,,,,
0.0,43.0,1017.5,No,No
0.0,70.0,1021.8,No,Yes
0.0,48.0,1021.8,No,No
2.6,72.0,1020.7,Yes,No
0.6,50.0,1021.2,No,Yes
0.0,47.0,1018.8,No,No
0.0,56.0,1022.7,No,No
0.0,69.0,1019.9,No,Yes
0.0,43.0,1006.5,No,No
0.0,28.0,,No,No
8.4,52.0,1006.6,Yes,No
0.0,64.0,1020.1,No,No
0.0,69.0,1015.9,No,No
0.0,33.0,1016.1,No,No
0.8,,1017.5,No,Yes
20.8,92.0,1019.0,Yes,Yes
0.4,82.0,1024.5,No,No
0.0,26.0,1019.2,No,No
0.6,61.0,1019.8,No,Yes
0.0,60.0,1019.8,No,No
0.0,69.0,,No,No
0.0,82.0,1023.2,No,Yes
35.8,52.0,1022.5,Yes,No
1.0,57.0,1006.7,No,No
2.4,89.0,1024.2,Yes,Yes
4.6,79.0,1031.6,Yes,No
0.0,16.0,1016.7,No,No
0.0,57.0,1010.3,No,No
15.0,88.0,1008.3,Yes,Yes
0.0,13.0,1010.4,No,No
0.0,11.0,1017.4,No,No
,,,,
0.8,71.0,1017.6,No,Yes
0.0,26.0,1023.4,No,No
0.0,20.0,1024.2,No,No
0.0,21.0,1023.5,No,No
18.8,74.0,1015.1,Yes,No
0.2,87.0,1011.7,No,No
1.4,50.0,1028.2,Yes,No
0.0,38.0,1017.8,No,No
0.0,57.0,1015.4,No,No
0.0,50.0,1022.5,No,No
0.0,32.0,1015.2,No,Yes
0.0,39.0,1017.9,No,No
0.0,,,No,No
0.0,83.0,,No,No
0.0,35.0,1011.2,No,No
0.4,69.0,1014.7,No,No
0.0,50.0,1012.9,No,No
0.0,53.0,1026.6,No,No
0.0,14.0,1013.0,No,No
0.0,49.0,,No,No
1.8,93.0,1022.0,Yes,Yes
0.4,66.0,1011.3,No,Yes
3.8,65.0,,Yes,Yes
0.0,16.0,1021.0,No,No
0.6,15.0,,No,No
4.8,41.0,1009.0,Yes,No
0.0,54.0,1014.6,No,No
0.0,29.0,1017.0,No,No
0.0,16.0,1014.6,No,No
1.2,61.0,1023.9,Yes,No
0.0,41.0,1013.9,No,Yes
0.0,57.0,1018.6,No,No
0.0,31.0,1018.7,No,No
0.0,44.0,1012.9,No,No
,,,,
0.2,61.0,1017.0,No,No
0.0,34.0,1028.2,No,No
0.0,,,No,No
0.0,63.0,1017.1,No,Yes
0.0,27.0,1017.1,No,No
1.0,,,No,Yes
0.2,,1014.9,No,No
0.0,28.0,1019.9,No,No
0.0,40.0,1012.8,No,No
9.2,74.0,1006.1,Yes,No
0.0,53.0,1026.3,No,No
0.0,36.0,1017.9,No,No
0.0,14.0,1024.2,No,No
0.0,36.0,1021.3,No,No
0.2,49.0,1029.7,No,No
0.2,100.0,1024.1,No,Yes
,64.0,1026.1,,Yes
6.6,58.0,1013.5,Yes,No
4.2,42.0,1008.2,Yes,No
0.0,47.0,1026.6,No,No
0.0,40.0,1015.9,No,No
0.0,7.0,1014.2,No,No
1.4,42.0,1012.8,Yes,
0.2,72.0,1026.3,No,Yes
3.6,38.0,1009.9,Yes,No
11.2,66.0,1009.1,Yes,Yes
0.0,38.0,1025.4,No,No
0.0,23.0,1021.7,No,No
0.0,47.0,1022.0,No,No
0.0,59.0,1013.8,No,No
0.0,,,No,No
17.4,57.0,1025.9,Yes,No
0.0,47.0,1022.8,No,No
0.0,75.0,1017.8,No,No
1.6,72.0,1023.8,Yes,Yes
0.0,40.0,1010.9,No,No
0.0,37.0,1036.6,No,No
0.4,84.0,1011.8,No,Yes
0.0,,1019.3,No,No
0.0,28.0,1022.0,No,No
0.0,30.0,1018.4,No,No
0.0,76.0,1022.7,No,No
4.0,86.0,1018.2,Yes,Yes
0.0,34.0,1016.1,No,No
0.0,47.0,1013.2,No,No
0.0,33.0,,No,No
2.6,68.0,1012.1,Yes,Yes
0.0,36.0,1027.1,No,No
1.2,42.0,1012.9,Yes,No
2.2,62.0,1024.9,Yes,No
22.8,64.0,1008.4,Yes,Yes
0.0,42.0,1015.4,No,No
0.2,55.0,1026.2,No,No
0.0,54.0,1021.7,No,No
0.0,51.0,,No,No
0.0,37.0,1013.1,No,No
0.0,39.0,1018.8,No,No
0.0,51.0,1027.3,No,No
0.0,22.0,1010.8,No,No
9.6,56.0,1009.1,Yes,No
4.5,81.0,1004.7,Yes,Yes
91.6,40.0,1008.0,Yes,Yes
1.8,61.0,1022.8,Yes,No
4.0,,1028.7,Yes,No
0.0,61.0,1007.1,No,No
2.8,77.0,,Yes,No
0.0,45.0,1006.9,No,Yes
0.0,33.0,1016.7,No,Yes
0.0,56.0,1017.6,No,No
0.0,39.0,1021.0,No,No
0.0,50.0,1028.1,No,No
0.0,28.0,1020.9,No,No
0.0,48.0,1025.0,No,No
0.0,96.0,,No,Yes
0.0,47.0,1019.9,No,No
1.6,87.0,1009.0,Yes,Yes
0.0,64.0,,No,No
2.0,44.0,1018.8,Yes,No
1.6,64.0,1014.0,Yes,Yes
3.6,94.0,1005.5,Yes,Yes
2.2,50.0,1016.4,Yes,No
4.0,58.0,,Yes,No
0.0,22.0,1023.7,No,No
0.0,40.0,1024.0,No,No
1.8,69.0,1015.6,Yes,No
2.2,78.0,1009.0,Yes,No
0.5,72.0,,No,Yes
27.0,90.0,1014.0,Yes,Yes
0.0,30.0,1029.3,No,No
0.0,55.0,,No,No
0.0,56.0,1019.3,No,Yes
0.4,79.0,1018.0,No,Yes
0.0,49.0,1020.1,No,No
36.0,96.0,1023.1,Yes,Yes
0.0,30.0,1018.4,No,No
0.0,40.0,1018.5,No,No
0.4,50.0,1026.2,No,No
0.0,,1017.8,No,No
0.0,27.0,1027.1,No,No
0.0,69.0,1005.0,No,No
0.0,18.0,1010.4,No,Yes
0.0,53.0,1030.9,No,No
3.8,62.0,1021.0,Yes,Yes
0.2,47.0,1021.2,No,No
11.8,64.0,1005.4,Yes,No
0.2,70.0,1013.9,No,No
